P13	check		P5	1P5	2P5	3P5	4P5								P4					P44			P7	P43				P46			P45									P47			P48			P49			P50			P51		P52		
75.33	t		MACKENZIE, Henry						SAINT-ANGE, Ange-François Fariau de						L’homme du monde, roman moral traduit de l’anglois par M. de Saint-Ange		Amsterdam & Paris			Pissot			1775	1775				2 part, in-12			xxiv + 250, xvi+ 175p.		A BN+ AL 1776 I 53-67; CatH xiii 1775; CorrL nov. 1775; LV B Q Rochedieu Streeter					Trad. de The Man of the World. 1773.		3e personne			Angleterre			Richard Annesly, Henriette Wilkins, Billy, sir Thomas Sindall			le fils d’un homme verteux dévoyé par de mauvaises fréquentations			sensibilité, prétentions moralisatrices				
75.34	t		MACKENZIE, Henry						PEYRON, Jean-François						L’homme et la femme sensibles, traduit de l’anglois		Londres& Paris			Le Jay			1775	1775				2 part, in-12			197, 171p.		A+ CatH v 1775 Rochedieu Streeter		{Homme sensible faite par Saint-Ange (v. 75.35), on peut lire: ‘Ce que M. Peyron appelle la Femme sensible est un lambeau de je ne sais quel Roman anglois déjà imprimé ailleurs’. Pour L’homme sensible, v. la traduction de Saint-Ange (75.35). La femme sensible se trouve dans le t. II, pp. 89-171.			Trad. de The Man of Feeling, 1771. Dans l’avis de la traduction de																		
75.35	nt		MACKENZIE, Henry						SAINT-ANGE, Ange-François Fariau de						L’homme sensible, traduit de l’anglois par M. de St-Ange		Amsterdam & Paris			Pissot.			1775	1775				in-12			xvi + 248p.		A BN+ CatH viii 1775; CorrL fév. 1775; LV B Delcro 0 Rochedieu Streeter		Dans la préface du traducteur, l’ouvrage est attribué à ‘M. Brook’.			Trad. de The Man of Feeling, 1771. D’autres traductions ont été publiées en 1775 par Peyron (v. 75.34) et en 1797 par J.-M. Plane (v. 97.46).		Cadre 1re personne, avec récit principal 3e personne			Angleterre			M. Wallon, Harley			épisodes décousus de la vie de l’homme sensible, peinture des mœurs			malheurs, sensibilité				
75.36			MOTTE, mademoiselle												Célidc ou histoire de la marquise de Bliville par mademoiselle M»***		La Haye & Paris			veuve Ducliesne, Moutard, Lalain, Mérigot, L’Esprit			1775	1775				2 part, in-12			x + 412, 339p.		A BN+ AL 1775 VI 193-202; CatH xlvii 1775; LV B Delcro Mornet Q							3e personne			France			Célide de Bricour, le marquis de Bliville, M. de Blémigni			amours contrariées			sensibilité effrénée, malheurs				
75.38			NOUGARET, Pierre-Jean-Baptiste												Les astuces de Paris, anecdotes parisiennes dans lesquelles on voit les ruses que les intrigans et certaines jolies femmes mettent communément en usage pour tromper les gens simples et les étrangers, par M. N***		Londres & Paris			Cailleau			1775	1775				2 part, in-12			vii+ 174, 166p.		A BM BN+ CatH xi 1776; LV Gay Mornet							1re personne						Mitouflet et sa sœur Nicette			série d’épisodes où les deux provinciaux sont trompés par des Parisiens trop astucieux			ton satirique				
75.39	m		PAHIN-CHAMPLAIN DE LA BLANCHERIE, Mammès-Claude-Catherine												Extrait du journal de mes voyages ou histoire d’un jeune homme pour servir d’école aux pères et mères, par M. Pahin de La Blancheric		Paris & Orléans			les frères Debure, veuve Rouzeau-Montaut			1775	1775				2t. in-12			vi + xii + 359, 382 + xviip.		A BM BN+ LV Dans		une postface (t. Il), l’auteur défend la matière et la construction désordonnée de son ouvrage. Une note manuscrite sur l’exemplaire de la BN affirme: ‘Ceci n’est point un roman, il ne regarde point l’Y2 [c’est-à-dire: la catégorie des romans]’ Il s’y trouve néanmoins bien des éléments romanesques, même si le fond en est vrai.														En marge: ouvrage curieux (en lettres) où règne un certain désordre: les voyages du narrateur sont entrecoupés de discussions philosophiques et de diverses anecdotes et histoires							
75.39bis	m		RICHARD, le père Charles-Louis												Voltaire parmi les ombres		Versoy & Paris			C. Hérissant			1775	1775				in-12			380p.		BN AL 1778 VIII 217-247		Richard a publié une suite: Foliaire de retour des ombres.... 1776 (BN); pour une autre ouvrage qui ressemble à ceux-ci, v. le Voltairimeros de Baston, 79.11.					En marge: 3e personne, avec dialogues (15 Entretiens)			Enfer			Voltaire, Boileau, Marc-Aurèle, Socin, Pascal...			voyage aux enfers			discussions destinées à réfuter les idées de Voltaire				
75.4	t														Henriette Wyndham ou la coquette abusée, traduction de l’anglois		Amsterdam & Rotterdam			D.J. Changuion, H. Beman, Bennet et Hake			1775	1775				2t. in-12			174, 164p.		BMj BN (t.II) AL 1776 II 258-267; CatH xxix l775;CorrL sept. 1775 Gay Rochedieu Streeter					Trad. de The Way to Lose Him or the History of Miss Wyndham, 1772.		Lettres			cadre anglais			sir Charles et miss Wyndham, miss Fanny Hume, mistress Crofts			intrigue sentimental, prétentions moralisatrices							
75.40			USSIEUX, Louis d’												Nouvelles françaises par M. d’Ussieux		Amsterdam & Paris			Brunet, Nyon l’aîné, Belin			1775	1775 (t.I) 1783 (t.II)  1784 (t.IIl)				3t. in-8			214 + 40, 50 + 44 + 43 + 51 +54, 228p.		A+ (t.I, III) BM+ BN+ (Collection très incomplète) Lausannet NNt (t.I, II) LV Gay Q		Il s’agit d’un recueil groupant une série de,nouvelles publiées les unes après les autres, â la manière des Epreuves du sentiment et des Nouvelles historiques de Baculard d’Arnaud (v. 70.21,74.8) ainsi que du Décaméron françois de d’Ussieux (v. 72.33). Le premier fascicule des Nouvelles françaises a 70p. et comporte la première nouvelle: Louis de Bourbon, prince de Condé, anecdote historique. Cet ouvrage est décrit ci-dessous; nous rendons compte des autres titres à l’année de leur parution. Les différentes nouvelles étaient destinées à être réunies en trois volumes. La collection a été publiée par Brunet jusqu’à la onzième nouvelle, parue en 1781 (v. 81.34). Les quatre dernières nouvelles sont sorties chez Nyon l’aîné et Belin. Ces derniers ont en outre fourni les pages de titre qui devaient se placer en tête des t.II et III une fois reliés (v. notre description ci-dessus). Ils semblent même avoir renouvelé à la même époque la première page de titre des exemplaires du t.I qui restaient en magasin: c’est le cas de l’exemplaire de Lausanne que nous citons et qui porte le millésime de 1783. L’exemplaire du BM comprend un t.II où manque la page de titre générale du volume. Celui de NN se compose d’un t.I qui semble être identique avec celui que nous décrivons, et d’un t.II qui porte la page de titre donnée par Nyon et Belin en 1783. BN ne possède que la première nouvelle de la série, reliée avec le Sargines d’Arnaud (72.11 ) et la quatrième nouvelle du Décaméron françois: Clémence d’Entragues (73.35); et un autre volume où se trouvent les nouvelles douze â quatorze.					3e personne			France (époque de François II et de Charles IX)			Condé, Bourbon, Eléonore, Catherine de Médicis			intrigues politiques et sentimentales, malheurs			sensibilité		I, Louis de Bourbon, Françoise de Foix ( 1775); Faldoni et Thérèse, Angélique de Limeuil, Les deux Sophies ( 1776). II, Sainte-Agnès et Corneville, Charlotte de Savoie ( 1778); Marie de Bourgogne, Françoise de Beauville, Alexis (1779). III, Dubois et Gioconda (1781); Les aventures du comte de Rivière, Charles de France duc de Berri, La disgrâce de Comines, Les amours du comte d’Angoulême (1783). Louis de Bourbon:		
75.41			USSIEUX, Louis d’												Françoise de Foix, comtesse de Chateaubriand, nouvelle française par M. d’Ussieux		Paris			Brunet			1775	1775				in-8			pp. 71-106		A+ BM+ LV Gay Q		C’est le deuxième récit des Nouvelles françaises (v. 75.40).					3e personne			France (XVIe siècle)			Françoise de Foix, le comte de Châteaubriand, Dubourg			intrigue sentimental et chevaleresque			sensibilité				
75.42			USSIEUX, Louis d’												Thélaire, nouvelle mexiquaine par M. d’Ussieux		Paris			Brunet			1775	1775				in-8			pp. 245-312		A+ BM+ BN+		C’est la dixième nouvelle du Décaméron françois (v. 72.33).					3e personne			Mexique			Cortez, Thélaïre, don Lopez			amours, malheurs, guerres et intrigues			cadre historique et exotique				
75.43			VOLTAIRE, François-Marie Arouet de												Don Pedre, roi de Castille, tragédie, et autres pièces								1775	1775				in-8			148p.		BN+ CorrL fév. 1775 Bengesco		Pp. 99-114, Eloge historique de la raison, prononcé dans une académie de province, par M. de Chambon, 1774. Pour les détails des autres éditions, que nous citons de façon sommaire, v. Bengesco et Besterman.					3e personne									voyage allégorique de la Raison et de la Vérité					Pp. 99-114, Eloge historique de la raison, prononcé dans une académie de province, par M. de		
75.44			VOLTAIRE, François-Marie Arouet de												Histoire de Jenni ou le sage et l’athée, par M. Sherloc, traduit par M. de La Caille		Londres						1775	1775				in-8			3+ 105p.		BN CorrL juillet 1775 Bengesco		Pour les détails des éditions, que nous donnons de façon sommaire, v. Bengesco. V. aussi l’édition critique de J.H. Brumfitt et M.I. Gérard Davis, L’Ingénu et Histoire de Jenni, Oxford. 1960.					1re personne (mais ce n’est pas le personnage principal qui raconte l’histoire), avec dialogues			Angleterre, Espagne, Amérique						voyages, aventures romanesques, discussions			thèmes philosophiques				
75.45			VOLTAIRE, François-Marie Arouet de												Mélanges de poésies &c., tome second								1775	1775				in-8			416p.		BN+ Bengesco		Pp. 390-394, Avanture de la mémoire. Ce volume est le t. XIII de l’édition dite ‘encadrée’. Pour les détails des éditions, que nous donnons de façon sommaire, v. Bengesco.					3e personne									à la suite d’une dispute philosophique, les neuf Muses ôtent aux hommes le don de la mémoire							
75.46			VOLTAIRE, François-Marie Arouet de												Nouveaux mélanges philosophiques, historiques, critiques, &c &c, dix-septième partie								1775	1775				in-8			364p.		BN+ Bengesco		Pp. 333-362, Les oreilles du comte de Chesterfield et le chapelain Goudman. Comprend aussi l’Eloge historique de la raison (75.43) et Avanture de la mémoire (75.45). Pour les détails des autres éditions, que nous donnons de façon sommaire, v. Bengesco.					1re personne virant à la 3e, avec dialogues												thèmes philosophiques				
75.5															Histoire de Flavie, comtesse de *** et ensuite duchesse de ***, nouvelle historique		Londres & Paris			rue Saint-Jean-de-Beauvais			1775	1775				in-8			31p.		A BN+ LV Gay		Nouvelle dans le genre de celles d’Arnaud et d’Ussieux. Cf. Le comte d’Umby (75.3).					3e personne			Midi de la France (Antibes)			Flavie, la comtesse de ***, le chevalier de Saint-J**			malheurs et misère d’une orpheline, aventures romanesques							
75.6	t														Histoire de miss Lucinde Courtney, imitée de l’anglois		Londres & Paris			Moutard			1775	1775				in-12			xi + 396p.		A+ BN CatH xlii 1775; LV Mornet Rochedieu Streeter		Le catalogue de la BN attribue l’ouvrage â Constance Bellmour, nom dont l’introduction est signée.			Trad. de The History of Miss Lucinda Courtney, 1764.		Lettres			Angleterre			Lucinde Courtney, miss Henley, lord Cleveland			intrigue mondaine			sensibilité, mélancolie				
75.7															Le loisir d’un jeune savant ou collection de contes ridicules t et d’histoires véritables, &c., traduites de l’allemand		Londres						1775	1775				in-12			xii + 276p.		A+ Gay Mornet		Nous n’avons pu identifier l’original allemand de cet ouvrage.																			Pp. 3-48, Le peintre; 51-89, La science; 93-143, Le sculpteur: 147-212, Les minimettes, histoire véritable, traduite de l’allemand; 215-263, Le connoisseur aux isles.		
75.8	c														Les récréations de la toilette, histoires, anecdotes, avantures amusantes et intéressantes pour servir d’amusemens aux jeunes dames, entremêlées de quelques pièces de vers qui n’ont point encore paru		Paris						1775	1775				2t. in-12			429, 421p.		A+ BM CatH xvi 1776 Gay Mornet 1, 1- 7																					Combien les premiers mouvemens sont à craindre, nouvelle; 9-16, Le danger des romans, conte; 18-30, Nahmir ou la providence justifiée, conte arabe; 34-46, Vision critique traduite de l’anglois d’Adisson; 47-106, Le solitaire des Ardennes, anecdote intéressante; 109-144, Les prétendus, conte moral; 145-156, Adélaïde ou la force du sang; 166-192, Mélide, conte moral; 193-209, Le combat de la nature; 215-238, L’ami généreux ou les unions imprévues; 239-275, Morton et Susanne, histoire angloise; 276-308, Le malheur d’opinion, conte; 352-384, Bien voir pour bien juger, conte; 387-401, Il faut être deux, conte moral; 402-429, Flavilla ou la frivolité. H, 3-22, Julie ou le mariage clandestin; 23-46, La vertu malheureuse est tôt ou tard récompensée, conte moral; 51-81, La force de la prévention; 82-127, Les deux horoscopes ou les quatre infortunés, histoire orientale; 128-155, Les deux nièces ou les quatre cousins, anecdote bourgeoise; 156-177, L’avarice punie, anecdote moderne; 178-214, La belle-mère ou l’injustice punie, nouvelle espagnole; 215-267, L’amitié trahie, nouvelle françoise; 271-294, Anecdote intéressante de la fin du règne de Louis XIV; 295-319, L’ambition vaincue par l’amour, histoire véritable; 320-358, Le danger des épreuves, conte; 368-388, Roxane, conte persan; 391-421, Le danger des liaisons.		
75.9	t														La victime mariée ou histoire de lady Villars, traduite de l’anglois par M. A.		Londres & Paris			Mérigot			1775	1775				2 part, in-12			152, 136p.		A+ BM CatH iv 1775; CorrL juin 1775; LV Gay Mornet Rochedieu Streeter					Trad. de The Married Victim or the History of Lady Villars, 1771.		3e personne (dans une série de lettres une femme raconte la vie d’une amie)			Angleterre			le colonel Wallon, Anne et Eléonore Walton, lord Clare, sir William Villars			amours contrariées, mariage de convenance			sensibilité, malheurs				
76.1	m														Les avantures trop amoureuses ou Elisabeth Chudleigh, ex-m duchesse douairière de Kingston, aujourd’hui comtesse de Bristol, et la marquise de La Touche sur la scène du monde, avec d’autres anecdotes pour servir d’instructions à ceux qui en ont besoin & d’amusemens aux autres		Londres			aux dépens des intéressez			1776	1776				in-8			214p.		BM+ (sous ‘Hervey’) B Gay Streeter		Streeter (sous ‘Chudleigh’) donne l’ouvrage comme une traduction, sans toutefois fournir un titre anglais. Deux biographies d’Elizabeth Chudleigh, par C.E. Pearcc et B.C. Brown, citent les Avantures comme un ouvrage français. Pour un autre ouvrage romanesque sur Elizabeth Chudleigh, v. 89.15.					En marge: 3e personne avec un retour en arrière 1re personne			Paris, Angleterre			le marquis et la marquise de La Touche, le duc de Kingston			intrigues amoureuses de personnages connus, présentées d’une façon romanesque avec des réflexions morales							
